Ex: 1	 True Labels: [0, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2013	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2014	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2015	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2016	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2017	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2018	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2019	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 2020	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2021	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2022	 True Labels: [5]	 MINAS-BR Prediction: [4]
Ex: 2023	 True Labels: [3, 5]	 MINAS-BR Prediction: [1]
Ex: 2024	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2025	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2026	 True Labels: [5]	 MINAS-BR Prediction: [4]
Ex: 2027	 True Labels: [5]	 MINAS-BR Prediction: unknwon
Ex: 2028	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2029	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2030	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2031	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2032	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2033	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2034	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2035	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2036	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2037	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2038	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 2039	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2040	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2041	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2042	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2043	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2044	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2045	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2046	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2047	 True Labels: [3, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2048	 True Labels: [3, 5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2049	 True Labels: [5]	 MINAS-BR Prediction: [1, 3]
Ex: 2050	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 2051	 True Labels: [5]	 MINAS-BR Prediction: unknwon
Ex: 2052	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2053	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 2054	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2055	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2056	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2057	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2058	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2059	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2060	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2061	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2062	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2063	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2064	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2065	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2066	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2067	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2068	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2069	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2070	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2071	 True Labels: [5]	 MINAS-BR Prediction: [1, 4]
Ex: 2072	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2073	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2074	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2075	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2076	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 2077	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2078	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2079	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2080	 True Labels: [5]	 MINAS-BR Prediction: [4]
Ex: 2081	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2082	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2083	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2084	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2085	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2086	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2087	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2088	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2089	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2090	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2091	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2092	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2093	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2094	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2095	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2096	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 2097	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 4]
Ex: 2098	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2099	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2100	 True Labels: [5]	 MINAS-BR Prediction: [4]
Ex: 2101	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2102	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2103	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2104	 True Labels: [3, 5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2105	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 2106	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2107	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2108	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2109	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2110	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2111	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2112	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2113	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2114	 True Labels: [5]	 MINAS-BR Prediction: [4]
Ex: 2115	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2116	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2117	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2118	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2119	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2120	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2121	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2122	 True Labels: [5]	 MINAS-BR Prediction: [0, 4]
Ex: 2123	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2124	 True Labels: [5]	 MINAS-BR Prediction: unknwon
Ex: 2125	 True Labels: [3, 5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2126	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2127	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2128	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2129	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2130	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2131	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2132	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2133	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2134	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2135	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2136	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2137	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2138	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2139	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2140	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2141	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2142	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2143	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2144	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2145	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2146	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2147	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2148	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2149	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2150	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2151	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2152	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2153	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2154	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
Ex: 2155	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2156	 True Labels: [5]	 MINAS-BR Prediction: [1, 3, 4]
Ex: 2157	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2158	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2159	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2160	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2161	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2162	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2163	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2164	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2165	 True Labels: [5]	 MINAS-BR Prediction: [0, 1, 3, 4]
Ex: 2166	 True Labels: [5]	 MINAS-BR Prediction: [0, 3, 4]
